ens_gene,Symbol,Uniq_syms,entrez,Gene_name,1_00_2day,2_00_2day,3_00_2day,1_05_2day,2_05_2day,3_05_2day,1_20_2day,2_20_2day,3_20_2day,1_40_2day,2_40_2day,3_40_2day
ENSG00000242971.3,RN7SL233P,RN7SL233P,106480985,"RNA, 7SL, cytoplasmic 233, pseudogene",1,1,2,2,0,1,2,1,4,2,1,1
ENSG00000266010.2,GATA6-AS1,GATA6-AS1,100128893,GATA6 antisense RNA 1 (head to head),6,5,11,8,8,4,1,1,3,7,5,5
ENSG00000141448.10,GATA6,GATA6,2627,GATA binding protein 6,203,232,252,226,326,305,254,219,247,211,291,255
ENSG00000212710.5,CTAGE1,CTAGE1,64693,cutaneous T cell lymphoma-associated antigen 1,2,1,2,6,1,2,2,0,3,3,2,4
ENSG00000265943.1,NA,ENSG00000265943.1,NA,NA,5,5,9,7,3,7,3,3,5,1,5,0
ENSG00000266850.1,LOC101927571,LOC101927571,101927571,uncharacterized LOC101927571,2,2,1,2,0,4,3,3,2,6,0,4
ENSG00000101773.19,RBBP8,RBBP8,5932,"RB binding protein 8, endonuclease",3677,4042,5290,4256,5689,4456,4141,3913,4958,3274,4062,5439
ENSG00000273232.1,NA,ENSG00000273232.1,NA,NA,2,3,2,0,0,2,0,1,2,0,0,2
ENSG00000265939.1,UBE2CP2,UBE2CP2,646595,ubiquitin conjugating enzyme E2 C pseudogene 2,1,2,1,2,0,4,3,3,0,1,2,0
ENSG00000134508.12,CABLES1,CABLES1,91768,Cdk5 and Abl enzyme substrate 1,274,263,362,279,416,346,377,391,352,436,599,311
ENSG00000134490.14,TMEM241,TMEM241,85019,transmembrane protein 241,333,313,419,337,494,405,381,386,328,379,489,257
ENSG00000266495.1,NA,ENSG00000266495.1,NA,NA,2,1,3,2,4,1,3,0,4,0,2,0
ENSG00000101782.15,RIOK3,RIOK3,8780,RIO kinase 3,2534,2542,3368,2721,3667,3690,3538,3422,4033,3718,4994,4252
ENSG00000141452.10,RMC1,RMC1,29919,regulator of MON1-CCZ1,1046,1061,1345,1013,1390,1291,1277,1262,1249,1126,1468,991
ENSG00000141458.13,NPC1,NPC1,4864,NPC intracellular cholesterol transporter 1,3578,3606,4678,3879,5245,4715,4726,4703,4311,4882,6944,3227
ENSG00000154065.17,ANKRD29,ANKRD29,147463,ankyrin repeat domain 29,149,130,235,139,210,148,136,101,133,121,122,145
ENSG00000267752.1,RPS10P27,RPS10P27,100129556,ribosomal protein S10 pseudogene 27,0,1,0,0,3,1,1,1,1,3,0,0
ENSG00000053747.16,LAMA3,LAMA3,3909,laminin subunit alpha 3,937,914,1401,987,1322,1216,895,818,937,684,908,555
ENSG00000168234.13,TTC39C,TTC39C,125488,tetratricopeptide repeat domain 39C,639,731,949,730,1037,956,748,787,880,730,866,819
ENSG00000264745.1,TTC39C-AS1,TTC39C-AS1,102724246,TTC39C antisense RNA 1,1,3,3,0,2,1,1,2,2,2,2,0
ENSG00000154040.20,CABYR,CABYR,26256,calcium binding tyrosine phosphorylation regulated,108,120,150,107,144,156,120,120,147,115,154,168
ENSG00000265750.1,NA,ENSG00000265750.1,NA,NA,2,6,2,6,4,6,2,2,2,7,5,2
ENSG00000141447.18,OSBPL1A,OSBPL1A,114876,oxysterol binding protein like 1A,709,700,1013,683,951,974,833,809,814,641,926,789
ENSG00000154059.11,IMPACT,IMPACT,55364,impact RWD domain protein,1418,1464,1892,1556,1976,1844,1718,1667,1934,1486,1927,1823
ENSG00000141380.14,SS18,SS18,6760,SS18 subunit of BAF chromatin remodeling complex,3566,3580,5159,3655,4856,5187,4319,3911,4813,3787,5170,5024
ENSG00000188985.6,NA,ENSG00000188985.6,NA,NA,160,140,202,185,237,154,153,167,177,135,184,192
ENSG00000141384.12,TAF4B,TAF4B,6875,TATA-box binding protein associated factor 4b,139,153,174,184,204,185,225,205,222,216,289,221
ENSG00000263829.1,NA,ENSG00000263829.1,NA,NA,2,0,1,0,2,2,3,4,0,0,0,1
ENSG00000134504.14,KCTD1,KCTD1,284252,potassium channel tetramerization domain containing 1,439,436,557,381,643,555,439,434,403,393,582,399
ENSG00000277534.1,NA,ENSG00000277534.1,NA,NA,148,159,166,142,180,199,130,130,157,85,120,88
ENSG00000263846.1,NA,ENSG00000263846.1,NA,NA,2,2,1,1,2,3,3,3,2,1,7,1
ENSG00000170558.9,CDH2,CDH2,1000,cadherin 2,7063,7177,9816,7601,10407,10053,9727,9124,9685,8368,11662,9683
ENSG00000227279.1,NA,ENSG00000227279.1,NA,NA,4,8,11,4,4,4,3,5,6,4,5,2
ENSG00000274578.1,NA,ENSG00000274578.1,NA,NA,2,4,1,3,2,1,0,3,5,0,0,1
ENSG00000134762.17,DSC3,DSC3,1825,desmocollin 3,1,0,4,1,1,0,2,0,2,0,1,2
ENSG00000134757.5,DSG3,DSG3,1830,desmoglein 3,0,2,3,2,2,2,2,3,0,7,8,5
ENSG00000266521.1,NA,ENSG00000266521.1,NA,NA,2,1,2,2,0,1,2,1,0,2,0,1
ENSG00000046604.13,DSG2,DSG2,1829,desmoglein 2,2164,2141,2936,2236,2997,2887,2565,2431,2931,2501,3508,2769
ENSG00000118276.11,B4GALT6,B4GALT6,9331,"beta-1,4-galactosyltransferase 6",620,567,878,656,903,1004,783,722,1034,702,985,812
ENSG00000259985.1,NA,ENSG00000259985.1,NA,NA,28,30,37,33,42,44,24,36,38,28,34,22
ENSG00000153339.14,TRAPPC8,TRAPPC8,22878,trafficking protein particle complex subunit 8,2225,2287,3112,2283,3067,3005,2281,2199,2804,2082,2812,2325
ENSG00000276282.1,NA,ENSG00000276282.1,NA,NA,0,2,2,1,1,0,1,0,1,2,3,1
ENSG00000263823.1,NA,ENSG00000263823.1,NA,NA,14,20,28,24,30,20,20,15,9,14,16,6
ENSG00000265273.1,PGDP1,PGDP1,342705,phosphogluconate dehydrogenase pseudogene 1,0,4,4,1,3,3,5,0,1,2,3,1
ENSG00000101695.9,RNF125,RNF125,54941,ring finger protein 125,1,3,3,3,1,1,2,2,5,3,6,1
ENSG00000214917.3,RPS15AP35,RPS15AP35,390848,ribosomal protein S15a pseudogene 35,3,5,2,2,6,2,2,2,4,3,2,4
ENSG00000265008.1,NA,ENSG00000265008.1,NA,NA,2,2,3,6,5,1,2,3,1,4,1,1
ENSG00000134758.14,RNF138,RNF138,51444,ring finger protein 138,1540,1462,2024,1431,2198,2215,1706,1648,2142,1326,1762,1726
ENSG00000141441.16,GAREM1,GAREM1,64762,GRB2 associated regulator of MAPK1 subtype 1,13,7,17,11,20,18,5,9,10,1,18,7
ENSG00000141434.12,MEP1B,MEP1B,4225,meprin A subunit beta,1,2,0,1,0,2,0,2,1,1,0,1
ENSG00000215492.6,NA,ENSG00000215492.6,NA,NA,223,188,227,170,238,349,206,182,214,138,244,288
ENSG00000260389.1,WBP11P1,WBP11P1,441818,WBP11 pseudogene 1,0,1,3,0,3,3,0,1,1,2,1,0
ENSG00000134769.21,DTNA,DTNA,1837,dystrobrevin alpha,64,63,68,58,84,72,56,57,59,58,81,42
ENSG00000166974.13,MAPRE2,MAPRE2,10982,microtubule associated protein RP/EB family member 2,1842,1952,2264,1780,2256,2206,1442,1428,1483,1020,1478,1149
ENSG00000186812.13,ZNF397,ZNF397,84307,zinc finger protein 397,225,219,325,241,305,336,221,243,307,196,302,236
ENSG00000186814.14,ZSCAN30,ZSCAN30,100101467,zinc finger and SCAN domain containing 30,368,316,515,361,471,427,380,374,429,388,474,417
ENSG00000268573.1,NA,ENSG00000268573.1,NA,NA,52,76,76,75,74,84,57,56,97,46,62,61
ENSG00000257267.3,ZNF271P,ZNF271P,10778,"zinc finger protein 271, pseudogene",1499,1577,1953,1599,1881,1845,1367,1299,1690,1226,1548,1699
ENSG00000274918.1,NA,ENSG00000274918.1,NA,NA,2,2,1,4,2,1,1,0,2,2,0,0
ENSG00000172466.16,ZNF24,ZNF24,7572,zinc finger protein 24,4411,4518,6242,4885,6302,5999,5119,4639,5944,4022,5557,4908
ENSG00000186496.12,ZNF396,ZNF396,252884,zinc finger protein 396,19,13,27,21,22,23,22,21,22,13,18,9
ENSG00000267583.5,NA,ENSG00000267583.5,NA,NA,2,0,4,2,4,0,1,3,0,1,5,0
ENSG00000153391.15,INO80C,INO80C,125476,INO80 complex subunit C,284,328,386,312,477,320,269,327,402,304,351,276
ENSG00000141429.13,GALNT1,GALNT1,2589,polypeptide N-acetylgalactosaminyltransferase 1,2035,2238,2863,2546,3231,2423,2197,2124,2561,1881,2284,2181
ENSG00000267397.1,NA,ENSG00000267397.1,NA,NA,5,0,1,0,3,3,0,1,0,0,2,5
ENSG00000278986.1,NA,ENSG00000278986.1,NA,NA,4,3,6,5,7,3,3,4,0,8,3,1
ENSG00000141428.17,C18orf21,C18orf21,83608,chromosome 18 open reading frame 21,502,558,718,572,748,619,597,552,801,636,674,1079
ENSG00000141425.18,RPRD1A,RPRD1A,55197,regulation of nuclear pre-mRNA domain containing 1A,1903,1906,2732,1983,2594,2598,1999,1947,2445,1965,2474,2211
ENSG00000141424.13,SLC39A6,SLC39A6,25800,solute carrier family 39 member 6,3554,3473,4822,3732,4847,4663,4049,3623,4611,3462,5133,4768
ENSG00000134759.14,ELP2,ELP2,55250,elongator acetyltransferase complex subunit 2,1988,2080,2535,1967,2872,2625,2394,2300,2538,2010,2915,1836
ENSG00000260552.1,COSMOC,COSMOC,101927809,cell fate and sterol metabolism associated divergent transcript of MOCOS,16,12,18,24,14,19,12,15,24,19,17,15
ENSG00000075643.6,MOCOS,MOCOS,55034,molybdenum cofactor sulfurase,623,662,839,668,954,842,848,785,829,719,945,627
ENSG00000274849.1,NA,ENSG00000274849.1,NA,NA,31,29,45,34,52,44,63,45,44,34,56,37
ENSG00000267404.1,NA,ENSG00000267404.1,NA,NA,0,1,0,1,1,1,1,1,2,3,2,4
ENSG00000134775.15,FHOD3,FHOD3,80206,formin homology 2 domain containing 3,474,476,593,444,607,607,480,459,442,400,623,447
ENSG00000134779.15,TPGS2,TPGS2,25941,tubulin polyglutamylase complex subunit 2,5971,5985,7999,5770,7996,6796,5606,5809,5785,4883,6392,5231
ENSG00000150477.15,KIAA1328,KIAA1328,57536,KIAA1328,175,174,235,150,222,241,160,163,182,172,204,188
ENSG00000267374.2,MIR924HG,MIR924HG,647946,MIR924 host gene,173,203,289,225,278,193,170,164,231,195,161,233
ENSG00000175886.10,RPL7AP66,RPL7AP66,388474,ribosomal protein L7a pseudogene 66,11,11,15,11,20,19,19,12,13,13,25,5
ENSG00000267313.7,KC6,KC6,641516,keratoconus gene 6,2,7,11,5,6,9,5,6,7,8,4,9
ENSG00000078142.13,PIK3C3,PIK3C3,5289,phosphatidylinositol 3-kinase catalytic subunit type 3,1974,1970,2575,2204,2806,2417,2327,2107,2560,1908,2500,2287
ENSG00000276174.1,NA,ENSG00000276174.1,NA,NA,1,2,6,2,4,5,2,4,2,2,6,7
ENSG00000267088.1,NA,ENSG00000267088.1,NA,NA,0,2,4,2,2,4,2,1,0,3,2,0
ENSG00000267586.7,LINC00907,LINC00907,284260,long intergenic non-protein coding RNA 907,0,1,3,0,4,1,1,0,0,1,0,1
ENSG00000267414.1,SETBP1-DT,SETBP1-DT,101927943,SETBP1 divergent transcript,7,4,7,6,7,5,10,5,5,12,12,3
ENSG00000152217.19,SETBP1,SETBP1,26040,SET binding protein 1,253,283,384,290,379,407,265,232,296,236,413,299
ENSG00000197046.12,SIGLEC15,SIGLEC15,284266,sialic acid binding Ig like lectin 15,2,0,2,2,2,1,1,2,5,6,14,4
ENSG00000152223.15,EPG5,EPG5,57724,ectopic P-granules 5 autophagy tethering factor,3321,3286,4430,3921,5507,5881,4968,4887,5060,4964,7297,3203
ENSG00000152229.18,PSTPIP2,PSTPIP2,9050,proline-serine-threonine phosphatase interacting protein 2,230,230,325,269,352,358,322,318,339,403,583,538
ENSG00000152234.16,ATP5F1A,ATP5F1A,498,ATP synthase F1 subunit alpha,13607,13647,16137,12444,18102,15055,12588,13198,12858,10644,14256,7007
ENSG00000152240.13,HAUS1,HAUS1,115106,HAUS augmin like complex subunit 1,2569,3333,4235,3394,4210,2264,2379,2614,3201,2503,2343,2792
ENSG00000152242.11,ARK2N,ARK2N,147339,arkadia (RNF111) N-terminal like PKA signaling regulator 2N,2080,2077,3069,2172,2896,2843,2318,2185,2301,1967,2748,1678
ENSG00000141622.14,ARK2C,ARK2C,494470,arkadia (RNF111) C-terminal like ring finger ubiquitin ligase 2C,4,1,9,3,9,8,0,2,6,1,0,4
ENSG00000101638.13,ST8SIA5,ST8SIA5,29906,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5",0,6,4,1,1,2,0,0,3,2,1,2
ENSG00000240983.1,RPS21P6,RPS21P6,100271365,ribosomal protein S21 pseudogene 6,1,2,3,0,1,2,0,2,1,3,1,1
ENSG00000274776.1,NA,ENSG00000274776.1,NA,NA,0,1,4,0,3,0,0,0,0,0,2,3
ENSG00000078043.16,PIAS2,PIAS2,9063,protein inhibitor of activated STAT 2,969,921,1350,977,1282,1296,1042,986,1157,930,1254,1143
ENSG00000167216.17,KATNAL2,KATNAL2,83473,katanin catalytic subunit A1 like 2,36,35,47,39,43,43,17,25,33,20,31,15
ENSG00000167220.12,HDHD2,HDHD2,84064,haloacid dehalogenase like hydrolase domain containing 2,232,251,349,219,276,349,231,213,316,232,337,237
ENSG00000134049.6,IER3IP1,IER3IP1,51124,immediate early response 3 interacting protein 1,1917,2137,2832,2193,2980,2060,2133,2068,2849,2062,2363,2647
ENSG00000267156.1,NA,ENSG00000267156.1,NA,NA,1,2,5,3,5,0,0,3,3,1,0,2
ENSG00000175387.16,SMAD2,SMAD2,4087,SMAD family member 2,4586,4409,5792,4352,5530,5965,4315,4113,4846,3836,5320,3894
ENSG00000267541.1,MTCO2P2,MTCO2P2,100873202,MT-CO2 pseudogene 2,1,2,3,3,1,1,0,1,2,0,1,1
ENSG00000184828.10,ZBTB7C,ZBTB7C,201501,zinc finger and BTB domain containing 7C,1,0,1,0,0,2,0,1,1,1,1,5
ENSG00000134030.14,CTIF,CTIF,9811,cap binding complex dependent translation initiation factor,1922,1890,2440,1931,2636,2119,1942,1973,1564,1594,2063,852
ENSG00000278983.1,NA,ENSG00000278983.1,NA,NA,3,1,9,4,7,6,3,2,8,4,1,5
ENSG00000267764.1,NA,ENSG00000267764.1,NA,NA,0,0,0,0,0,1,1,0,1,2,2,3
ENSG00000101665.9,SMAD7,SMAD7,4092,SMAD family member 7,569,522,792,583,844,560,937,794,730,896,1158,607
ENSG00000141627.13,DYM,DYM,54808,dymeclin,1654,1604,1931,1584,2058,1804,1629,1663,1671,1336,2060,1460
ENSG00000177576.11,C18orf32,C18orf32,497661,chromosome 18 open reading frame 32,36,51,79,38,75,67,57,59,51,50,52,33
ENSG00000263916.1,NA,ENSG00000263916.1,NA,NA,0,1,8,2,2,3,4,2,3,4,2,1
ENSG00000265496.5,NA,ENSG00000265496.5,NA,NA,2,4,2,0,1,1,0,2,0,2,5,1
ENSG00000265681.7,RPL17,RPL17,6139,ribosomal protein L17,159,170,195,164,279,107,190,176,159,126,198,63
ENSG00000101670.12,LIPG,LIPG,9388,"lipase G, endothelial type",15,20,19,14,11,17,15,13,9,9,15,6
ENSG00000167315.18,ACAA2,ACAA2,10449,acetyl-CoA acyltransferase 2,593,631,801,620,762,798,569,609,695,506,683,586
ENSG00000167306.20,MYO5B,MYO5B,4645,myosin VB,95,95,124,82,115,94,107,107,90,67,117,79
ENSG00000172361.6,CFAP53,CFAP53,220136,cilia and flagella associated protein 53,1,3,2,1,4,4,0,5,9,5,9,7
ENSG00000141644.17,MBD1,MBD1,4152,methyl-CpG binding domain protein 1,2026,2144,2894,2225,3055,2386,2315,2433,2276,2174,2925,1804
ENSG00000154832.15,CXXC1,CXXC1,30827,CXXC finger protein 1,965,959,1391,1055,1420,894,925,954,793,803,973,460
ENSG00000154839.10,SKA1,SKA1,220134,spindle and kinetochore associated complex subunit 1,2309,2210,3046,2128,3016,3056,2229,2183,2227,1600,2266,1812
ENSG00000082212.13,ME2,ME2,4200,malic enzyme 2,3586,3533,4763,3685,4951,4519,3889,3824,4415,3453,4419,4757
ENSG00000141642.9,ELAC1,ELAC1,55520,elaC ribonuclease Z 1,116,133,164,120,170,158,94,113,133,88,106,79
ENSG00000141646.14,SMAD4,SMAD4,4089,SMAD family member 4,2140,2250,2937,2081,3131,2732,2246,2097,2539,1930,2540,1538
ENSG00000176624.11,MEX3C,MEX3C,51320,mex-3 RNA binding family member C,1370,1371,1781,1341,2035,1825,1727,1614,1693,1545,2053,1526
ENSG00000134046.12,MBD2,MBD2,8932,methyl-CpG binding domain protein 2,3606,3679,4924,3563,4971,4591,3923,3983,4317,3542,4767,6180
ENSG00000207233.1,SNORA37,SNORA37,677819,"small nucleolar RNA, H/ACA box 37",0,1,3,1,1,1,1,2,0,1,1,0
ENSG00000277324.1,NA,ENSG00000277324.1,NA,NA,1,1,2,5,4,0,2,1,0,2,1,1
ENSG00000101751.10,POLI,POLI,11201,DNA polymerase iota,470,419,670,458,574,584,506,451,575,438,526,467
ENSG00000174448.8,STARD6,STARD6,147323,StAR related lipid transfer domain containing 6,2,2,1,3,3,4,0,2,4,2,1,1
ENSG00000166845.15,C18orf54,C18orf54,162681,chromosome 18 open reading frame 54,1390,1272,1881,1377,1838,2006,1364,1318,1746,1326,1708,1681
ENSG00000264350.1,NA,ENSG00000264350.1,NA,NA,534,740,1234,800,917,476,538,609,830,664,564,963
ENSG00000041353.10,RAB27B,RAB27B,5874,"RAB27B, member RAS oncogene family",852,860,1105,924,1266,947,904,903,1120,883,1083,1050
ENSG00000166510.14,CCDC68,CCDC68,80323,coiled-coil domain containing 68,204,250,324,293,359,319,323,295,398,262,367,386
ENSG00000196628.18,TCF4,TCF4,6925,transcription factor 4,40,45,56,53,60,55,48,37,68,41,52,53
ENSG00000091164.13,TXNL1,TXNL1,9352,thioredoxin like 1,3352,3378,4685,3421,4968,4142,3801,3817,4470,3323,4077,5166
ENSG00000091157.13,WDR7,WDR7,23335,WD repeat domain 7,831,822,1090,952,1306,1373,1012,965,962,748,1202,752
ENSG00000258609.3,LINC-ROR,LINC-ROR,100885779,"long intergenic non-protein coding RNA, regulator of reprogramming",3,8,3,0,1,2,5,4,2,2,3,3
ENSG00000119547.6,ONECUT2,ONECUT2,9480,one cut homeobox 2,21,19,28,25,36,33,27,26,26,34,49,36
ENSG00000066926.11,FECH,FECH,2235,ferrochelatase,1023,942,1261,950,1406,1255,1167,1094,1220,917,1278,802
ENSG00000278703.1,NA,ENSG00000278703.1,NA,NA,2,2,1,2,2,6,1,4,0,0,4,0
ENSG00000134440.12,NARS1,NARS1,4677,asparaginyl-tRNA synthetase 1,8676,8305,11371,9018,11263,11531,10431,9827,11833,9534,13011,11181
ENSG00000267040.6,ATP8B1-AS1,ATP8B1-AS1,100505549,ATP8B1 antisense RNA 1,13,16,25,15,28,30,14,16,14,16,22,14
ENSG00000267787.7,NA,ENSG00000267787.7,NA,NA,14,27,36,16,24,19,20,20,26,15,11,30
ENSG00000081923.14,ATP8B1,ATP8B1,5205,ATPase phospholipid transporting 8B1,13765,13476,19606,14347,19165,18807,15011,14309,16461,12079,17380,13871
ENSG00000049759.18,NEDD4L,NEDD4L,23327,NEDD4 like E3 ubiquitin protein ligase,5396,5247,6857,5684,8027,8273,9103,8528,9161,10780,15503,10904
ENSG00000267504.1,NA,ENSG00000267504.1,NA,NA,0,0,0,0,3,1,0,1,1,2,2,2
ENSG00000198796.7,ALPK2,ALPK2,115701,alpha kinase 2,1042,954,1393,1115,1477,1563,1541,1401,1519,1258,1710,1343
ENSG00000274354.1,NA,ENSG00000274354.1,NA,NA,2,1,6,1,3,6,4,6,1,3,7,1
ENSG00000267257.1,NA,ENSG00000267257.1,NA,NA,3,2,1,2,3,1,3,2,1,0,3,0
ENSG00000267226.2,MALT1-AS1,MALT1-AS1,101927322,MALT1 antisense RNA 1,13,10,20,10,15,9,16,11,15,9,15,7
ENSG00000172175.15,MALT1,MALT1,10892,MALT1 paracaspase,1960,2125,2882,2107,3112,2930,2532,2385,2875,2223,2862,2570
ENSG00000266946.1,NA,ENSG00000266946.1,NA,NA,0,1,0,2,3,0,1,2,4,5,0,0
ENSG00000074657.13,ZNF532,ZNF532,55205,zinc finger protein 532,1076,992,1425,1126,1513,1666,1292,1289,1432,1227,1744,1270
ENSG00000166562.9,SEC11C,SEC11C,90701,"SEC11 homolog C, signal peptidase complex subunit",1149,1302,1801,1443,1828,1372,1601,1539,1922,1930,1963,3092
ENSG00000074695.6,LMAN1,LMAN1,3998,"lectin, mannose binding 1",6222,6076,8427,6576,8874,9049,7839,7370,8726,7175,10201,8535
ENSG00000183287.14,CCBE1,CCBE1,147372,collagen and calcium binding EGF domains 1,10992,11164,15199,11147,15199,14068,10675,10260,11366,8749,12173,8501
ENSG00000267774.2,NA,ENSG00000267774.2,NA,NA,19,19,29,14,31,11,10,12,11,8,9,6
ENSG00000141682.11,PMAIP1,PMAIP1,5366,phorbol-12-myristate-13-acetate-induced protein 1,1432,1599,2334,1821,2552,1723,2008,1784,2536,2077,2374,3129
ENSG00000267497.1,NA,ENSG00000267497.1,NA,NA,3,0,2,2,4,3,2,0,2,2,0,1
ENSG00000267742.1,NA,ENSG00000267742.1,NA,NA,6,4,1,1,3,2,3,2,0,1,4,1
ENSG00000242060.1,RPS3AP49,RPS3AP49,400652,RPS3A pseudogene 49,1,4,6,2,3,4,3,2,6,5,7,31
ENSG00000267316.5,NA,ENSG00000267316.5,NA,NA,2,1,1,1,0,1,1,1,3,3,1,2
ENSG00000267279.2,NA,ENSG00000267279.2,NA,NA,90,114,157,108,158,109,140,147,187,157,184,154
ENSG00000176641.11,RNF152,RNF152,220441,ring finger protein 152,52,47,77,47,82,66,72,61,82,56,91,80
ENSG00000197563.11,PIGN,PIGN,23556,phosphatidylinositol glycan anchor biosynthesis class N,1624,1730,2365,2048,2516,2033,2188,2027,2327,1854,2455,1852
ENSG00000134444.14,RELCH,RELCH,57614,"RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing",1704,1791,2280,1843,2504,2498,1950,1801,2220,1717,2319,1818
ENSG00000266900.1,NA,ENSG00000266900.1,NA,NA,1,0,4,1,1,1,2,1,1,0,1,0
ENSG00000141655.17,TNFRSF11A,TNFRSF11A,8792,TNF receptor superfamily member 11a,445,455,606,527,775,574,654,670,660,582,802,472
ENSG00000266920.1,NA,ENSG00000266920.1,NA,NA,0,1,1,1,2,0,1,2,2,1,0,0
ENSG00000141664.10,ZCCHC2,ZCCHC2,54877,zinc finger CCHC-type containing 2,406,413,520,457,576,608,500,468,470,401,520,394
ENSG00000081913.14,PHLPP1,PHLPP1,23239,PH domain and leucine rich repeat protein phosphatase 1,1413,1464,1832,1482,2006,1922,1659,1598,1455,1399,2035,1094
ENSG00000171791.13,BCL2,BCL2,596,BCL2 apoptosis regulator,332,319,405,345,459,515,559,487,500,466,668,385
ENSG00000119537.18,KDSR,KDSR,2531,3-ketodihydrosphingosine reductase,2158,2044,2876,2252,3411,2820,3347,3213,3344,3506,4674,2847
ENSG00000267390.1,NA,ENSG00000267390.1,NA,NA,4,12,15,9,8,16,10,3,7,8,6,6
ENSG00000119541.10,VPS4B,VPS4B,9525,vacuolar protein sorting 4 homolog B,3368,3404,4798,3356,4990,4769,3752,3699,4799,2979,4258,3736
ENSG00000267430.1,LOC100422317,LOC100422317,100422317,"proteasome 26S subunit, ATPase 5 pseudogene",3,1,3,0,1,0,1,0,0,0,1,0
ENSG00000206075.14,SERPINB5,SERPINB5,5268,serpin family B member 5,25,34,35,50,43,35,73,76,95,244,281,199
ENSG00000166396.13,SERPINB7,SERPINB7,8710,serpin family B member 7,317,331,415,410,554,465,679,709,766,807,1050,806
ENSG00000197632.9,SERPINB2,SERPINB2,5055,serpin family B member 2,44,48,97,95,128,91,429,365,483,834,888,1363
ENSG00000221887.6,HMSD,HMSD,284293,histocompatibility minor serpin domain containing,159,158,247,204,224,180,173,177,206,166,158,173
ENSG00000283667.1,LOC105372165,LOC105372165,105372165,uncharacterized LOC105372165,3,3,9,3,14,7,14,6,9,7,5,14
ENSG00000166401.15,SERPINB8,SERPINB8,5271,serpin family B member 8,1333,1295,1877,1523,1985,1742,2051,1780,2060,1648,2184,2438
ENSG00000265936.1,NA,ENSG00000265936.1,NA,NA,0,1,2,0,1,0,0,0,2,1,0,5
ENSG00000260578.1,NA,ENSG00000260578.1,NA,NA,4,3,3,2,2,1,2,2,5,1,2,1
ENSG00000171451.14,DSEL,DSEL,92126,dermatan sulfate epimerase like,260,258,346,274,423,406,346,310,417,321,453,417
ENSG00000264699.2,NA,ENSG00000264699.2,NA,NA,2,1,2,2,1,0,2,5,3,1,3,10
ENSG00000260747.1,NA,ENSG00000260747.1,NA,NA,3,11,13,12,11,7,7,14,13,9,11,8
ENSG00000166479.10,TMX3,TMX3,54495,thioredoxin related transmembrane protein 3,5446,5349,7490,5707,7754,7101,6770,6097,8101,6322,8322,6566
ENSG00000150636.17,CCDC102B,CCDC102B,79839,coiled-coil domain containing 102B,7,2,18,6,7,3,1,5,6,8,9,7
ENSG00000150637.9,CD226,CD226,10666,CD226 molecule,7,7,9,5,13,6,8,6,10,9,11,10
ENSG00000176225.14,RTTN,RTTN,25914,rotatin,943,908,1286,972,1442,1443,1060,1073,1129,919,1302,809
ENSG00000287646.1,LOC105372180,LOC105372180,105372180,uncharacterized LOC105372180,4,0,0,2,2,0,2,2,0,2,0,1
ENSG00000170677.6,SOCS6,SOCS6,9306,suppressor of cytokine signaling 6,1118,1112,1558,1129,1572,1649,1260,1242,1455,1090,1547,1308
ENSG00000266258.1,LINC01909,LINC01909,101927481,long intergenic non-protein coding RNA 1909,4,7,4,3,4,4,1,2,5,3,3,3
ENSG00000266278.1,LINC01910,LINC01910,101060542,long intergenic non-protein coding RNA 1910,3,1,4,2,1,4,1,1,2,0,0,0
ENSG00000141665.13,FBXO15,FBXO15,201456,F-box protein 15,2,2,4,3,2,2,4,2,0,5,6,1
ENSG00000075336.12,TIMM21,TIMM21,29090,translocase of inner mitochondrial membrane 21,1223,1236,1673,1263,1587,1331,1375,1270,1459,1267,1675,1641
ENSG00000166347.19,CYB5A,CYB5A,1528,cytochrome b5 type A,969,1002,1334,932,1274,916,876,894,832,796,897,700
ENSG00000286529.1,NA,ENSG00000286529.1,NA,NA,5,0,2,0,3,1,0,0,5,2,0,7
ENSG00000235297.3,NA,ENSG00000235297.3,NA,NA,20,14,26,16,15,11,15,11,26,18,17,25
ENSG00000133313.15,CNDP2,CNDP2,55748,carnosine dipeptidase 2,2852,2870,3727,2932,3708,3541,3210,3341,3061,2689,3816,2368
ENSG00000276934.1,NA,ENSG00000276934.1,NA,NA,1,0,2,2,1,1,4,5,1,2,0,0
ENSG00000264247.2,ZNF407-AS1,ZNF407-AS1,400657,ZNF407 antisense RNA 1,136,145,203,159,206,172,173,148,185,162,217,171
ENSG00000215421.9,ZNF407,ZNF407,55628,zinc finger protein 407,831,828,1099,842,1038,1172,858,862,861,687,1007,739
ENSG00000273669.1,NA,ENSG00000273669.1,NA,NA,2,7,2,2,4,12,9,14,7,13,17,9
ENSG00000180011.7,PTGR3,PTGR3,284273,prostaglandin reductase 3,852,794,1118,790,1040,972,943,855,979,839,1082,919
ENSG00000179981.10,TSHZ1,TSHZ1,10194,teashirt zinc finger homeobox 1,216,244,302,234,333,308,219,241,235,215,332,160
ENSG00000101493.11,ZNF516,ZNF516,9658,zinc finger protein 516,513,445,623,612,785,734,799,798,718,719,1081,606
ENSG00000265778.3,ZNF516-AS1,ZNF516-AS1,101927989,ZNF516 antisense RNA 1,13,27,23,14,27,13,12,19,16,18,24,31
